_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,geometry,Date_Added,wardName
197143,229,Healing Source Pharmacy,Pharmacy Immunization Site,2209 Bloor St West,NA,NA,NA,NA,-79.47579016,NA,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-6 p.m., Saturday: 9:30 a.m.-3:30 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-769-1717,NA,NA,NA,https:\www.healingsourcepharmacy.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,85,"c(-79.47579016, 43.651021745)",2021-03-18,Parkdale-High Park
197144,230,Metro Drugs,Pharmacy Immunization Site,129 Dundas St E,NA,NA,NA,NA,-79.376156857,NA,"Monday: 8 a.m.-6 p.m., Tuesday: 8 a.m.-6 p.m., Wednesday: 8 a.m.-6 p.m., Thursday: 8 a.m.-6 p.m., Friday: 8 a.m.-6 p.m., Saturday: 9 a.m.-4 p.m., Sunday: 9 a.m.-4 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-363-7300,NA,NA,NA,https:\www.metrodrugs.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,86,"c(-79.376156857, 43.656558446)",2021-03-18,Toronto Centre
197145,231,Beaches Pharmacy,Pharmacy Immunization Site,1967 Queen St East,NA,NA,NA,NA,-79.301457722,NA,"Monday: 8 a.m.-9 p.m., Tuesday: 8 a.m.-9 p.m., Wednesday: 8 a.m.-9 p.m., Thursday: 8 a.m.-9 p.m., Friday: 8 a.m.-9 p.m., Saturday: 8 a.m.-9 p.m., Sunday: 8 a.m.-9 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-699-4999,NA,NA,NA,https:\www.Pharmasave.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,87,"c(-79.301457722, 43.669556461)",2021-03-18,Beaches-East York
197146,232,Friendly Care West King Pharmacy,Pharmacy Immunization Site,2077 Weston Rd.,NA,NA,NA,NA,-79.522437686,NA,"Monday: 9:30 a.m.-6:30 p.m., Tuesday: 9:30 a.m.-6:30 p.m., Wednesday: 9:30 a.m.-6:30 p.m., Thursday: 9:30 a.m.-6:30 p.m., Friday: 9:30 a.m.-6:30pm, Saturday: 10 a.m.-1 p.m., Sunday: 10.00-1.00","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-248-4485,NA,NA,NA,https:\www.westkingpharmacy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,88,"c(-79.522437686, 43.702148362)",2021-03-18,York South-Weston
197147,233,Greendale Drugs,Pharmacy Immunization Site,152 Carlton Street,NA,NA,NA,NA,-79.374563176,NA,"Monday: 9 a.m.-6 p.m., Tuesday: 9 a.m.-6 p.m., Wednesday: 9 a.m.-6 p.m., Thursday: 9 a.m.-6 p.m., Friday: 9 a.m.-6 p.m., Saturday: 10 a.m.-4 p.m., Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-967-6610,NA,NA,NA,https:\www.CareandCure.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,89,"c(-79.374563176, 43.663087211)",2021-03-18,Toronto Centre
197148,234,Victoria Commons Pharmacy,Pharmacy Immunization Site,"2555 Victoria Park Ave, Unit 6",NA,NA,NA,NA,-79.321139532,NA,"Monday: 9.30-17:00, Tuesday: 9.30-17:00, Wednesday: 9.30-17:00, Thursday: 9.30-17:00, Friday: 9.30-17:00, Saturday: 10 a.m.-2 p.m., Sunday:","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-551-7237,NA,NA,NA,https:\www.viccomhealth.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,90,"c(-79.321139532, 43.7729758)",2021-03-18,Scarborough-Agincourt
197149,235,Well+Good Pharmacy,Pharmacy Immunization Site,557 Church St,NA,NA,NA,NA,-79.381251539,NA,"Monday: 9 a.m.-6 p.m., Tuesday: 9 a.m.-6 p.m., Wednesday: 9 a.m.-6 p.m., Thursday: 9 a.m.-6 p.m., Friday: 9 a.m.-6 p.m., Saturday: 9 a.m.-4 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-532-5007,NA,NA,NA,https:\www.wellandgoodpharmacy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,91,"c(-79.381251539, 43.667222854)",2021-03-18,Toronto Centre
197150,236,Ava Pharmacy,Pharmacy Immunization Site,81 St Clair Ave East unit 220,NA,NA,NA,NA,-79.390361502,NA,"Monday: 10 a.m.-7 p.m., Tuesday: 10 a.m.-7 p.m., Wednesday: 10 a.m.-7 p.m., Thursday: 10 a.m.-7 p.m., Friday: 10 a.m.-7 p.m., Saturday: 10 a.m.-3 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-962-2111,NA,NA,NA,https:\www.avapharmacy.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,92,"c(-79.390361502, 43.688674585)",2021-03-18,Toronto-St. Paul's
197151,237,Lapsley Pharmacy,Pharmacy Immunization Site,27 Lapsley Rd,NA,NA,NA,NA,-79.226358939,NA,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-291-3773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,93,"c(-79.226358939, 43.79570521)",2021-03-18,Scarborough North
197152,238,I CARE Pharmacy Services,Pharmacy Immunization Site,"2 Thorncliffe Park Drive, Unit 26-27",NA,NA,NA,NA,-79.351481872,NA,"Monday: 10 a.m.-7 p.m., Tuesday: 10 a.m.-7 p.m., Wednesday: 10 a.m.-7 p.m., Thursday: 10 a.m.-7 p.m., Friday: 10 a.m.-7 p.m., Saturday: 10 a.m.-4 p.m., Sunday: CLOSED","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",647-885-4045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,94,"c(-79.351481872, 43.706587121)",2021-03-18,Don Valley West
197153,309,Islington Medical Pharmacy,Pharmacy Immunization Site,1243 Islington Ave,NA,NA,NA,NA,-79.523504428,NA,"Monday: 9 a.m.-5:30 p.m., Tuesday: 9 a.m.-5:30 p.m., Wednesday: 9 a.m.-5:30 p.m., Thursday: 9 a.m.-5:30 p.m., Friday: 9 a.m.-5:30pm, Saturday: 10 a.m.-2 p.m., Sunday: closed","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-239-1243,NA,NA,NA,https://www.islingtonmedicalpharmacy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,95,"c(-79.523504428, 43.645927948)",2021-03-18,Etobicoke-Lakeshore
197154,310,Markham Corners Pharmacy,Pharmacy Immunization Site,5113 Sheppard Ave E,NA,NA,NA,NA,-79.239299479,NA,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-3 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",647-349-8383,NA,NA,NA,https://www.markhamcornersmedical.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,96,"c(-79.239299479, 43.792608081)",2021-03-18,Scarborough North
197155,311,Pharmacare Drug Mart,Pharmacy Immunization Site,891 Broadview Ave,NA,NA,NA,NA,-79.357561428,NA,"Monday: 9:30 a.m.-5:30 p.m., Tuesday: 9:30 a.m.-5:30 p.m., Wednesday: 9:30 a.m.-5:30 p.m., Thursday: 9:30 a.m.-5:30 p.m., Friday: 9:30 a.m.-5:30pm, Saturday: 9:30 a.m.-2:30 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-424-1242,NA,NA,NA,https://www.pharmacaredrugmart.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,97,"c(-79.357561428, 43.680738054)",2021-03-18,Toronto-Danforth
197156,312,Symington Pharmacy,Pharmacy Immunization Site,333 Symington Ave,NA,NA,NA,NA,-79.451232372,NA,"Monday: 10 a.m.-6 p.m., Tuesday: 10 a.m.-6 p.m., Wednesday: 10 a.m.-6 p.m., Thursday: 10 a.m.-6 p.m., Friday: 10 a.m.-5:30pm, Saturday: 10 a.m.-3 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-533-9695,NA,NA,NA,https://www.symingtonpharmacy.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,98,"c(-79.451232372, 43.666461336)",2021-03-18,Davenport
197157,313,Victoria Park Pharmacy,Pharmacy Immunization Site,1314 Victoria Park Ave.,NA,NA,NA,NA,-79.29841231,NA,"Monday: 9:30 a.m.-6:30 p.m., Tuesday: 9:30 a.m.-6:30 p.m., Wednesday: 9:30 a.m.-6:30 p.m., Thursday: 9:30 a.m.-6:30 p.m., Friday: 9:30 a.m.-6:30pm, Saturday: 9:30 a.m.-3 p.m., Sunday: Closed","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-752-0888,NA,NA,NA,https://www.victoriaparkpharmacy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,99,"c(-79.29841231, 43.713888577)",2021-03-18,Beaches-East York
197158,314,Mortar + Pestle Compounding Pharmacy,Pharmacy Immunization Site,1997 Bloor Street West,NA,NA,NA,NA,-79.470290061,NA,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: 10 a.m.-2 p.m., Sunday: closed","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-901-8020,NA,NA,NA,https://www.mortarpestle.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,100,"c(-79.470290061, 43.652156726)",2021-03-18,Parkdale-High Park
197159,315,Forest Hill Pharmacy,Pharmacy Immunization Site,491 Eglinton Ave W #102,NA,NA,NA,NA,-79.412848278,NA,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: 10 a.m.-2 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-619-7768,NA,NA,NA,https://www.foresthillpharmacy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,101,"c(-79.412848278, 43.70345502)",2021-03-18,Toronto-St. Paul's
197160,316,Markland Wood Pharmacy,Pharmacy Immunization Site,4335 Bloor Street West,NA,NA,NA,NA,-79.575912497,NA,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-4 p.m., Sunday: noon-4 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-621-2000,NA,NA,NA,https://www.marklandwoodpharmacy.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,102,"c(-79.575912497, 43.630990801)",2021-03-18,Etobicoke Centre
197161,317,Shoppers Drug Mart 1483,Pharmacy Immunization Site,666 Burnhamthorpe Rd.,NA,NA,NA,NA,-79.576687818,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-620-4867,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,103,"c(-79.576687818, 43.641675456)",2021-03-18,Etobicoke Centre
197162,318,Shoppers Drug Mart 1253,Pharmacy Immunization Site,1473 Queen St. West,NA,NA,NA,NA,-79.43903923,NA,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 9 a.m.-9 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-530-2799,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,104,"c(-79.43903923, 43.63990348)",2021-03-18,Parkdale-High Park
197163,319,Shoppers Drug Mart 1362,Pharmacy Immunization Site,"1033 QUEEN STREET WEST, UNIT A",NA,NA,NA,NA,-79.41943856,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-516-5756,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,105,"c(-79.41943856, 43.643752883)",2021-03-18,Spadina-Fort York
197164,320,Shoppers Drug Mart 1441,Pharmacy Immunization Site,333 Bay St.,NA,NA,NA,NA,-79.380352309,NA,"Monday: 9 a.m.-4 p.m., Tuesday: 9 a.m.-4 p.m., Wednesday: 9 a.m.-4 p.m., Thursday: 9 a.m.-4 p.m., Friday: 9 a.m.-4 p.m., Saturday: closed, Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-304-1151,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,106,"c(-79.380352309, 43.650367452)",2021-03-18,Toronto Centre
197165,321,Shoppers Drug Mart 855,Pharmacy Immunization Site,1400 Neilson Rd.,NA,NA,NA,NA,-79.222824988,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-754-3130,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,107,"c(-79.222824988, 43.809178666)",2021-03-18,Scarborough North
197166,322,Shoppers Simply Pharmacy 3017,Pharmacy Immunization Site,"235 DANFORTH AVE, UNIT 101",NA,NA,NA,NA,-79.355407468,NA,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 10 a.m.-3 p.m., Sunday: 10 a.m.-3 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-778-7780,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,108,"c(-79.355407468, 43.676607878)",2021-03-18,Toronto-Danforth
197167,323,HealthSmart Pharmasave,Pharmacy Immunization Site,2425 Eglinton Ave. E. #10,NA,NA,NA,NA,-79.267103937,NA,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-5 p.m., Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-759-0000,NA,NA,NA,https://www.healthsmartpharmasave.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,109,"c(-79.267103937, 43.732081947)",2021-03-18,Scarborough Southwest
